Title,Description,Subject,Date,Collection,Institution,Thumbnail,Link
A Frenchman at the California Trinity River mines in 1849.,,Gold mines and mining.,1957,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma992711173402909
Stress and self concept among teenage mothers /,,Teenage mothers,1986,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma991402963402909
Heart of the wild.,Animal stories of the California redwood coast.,Animals,1969,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma991407613402909
"Feeding behavior of pinnipeds in the Klamath River, northern California /",,Pinnipedia.,1981,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma993136573402909
[Freshwater Creek Watershed aerial photographs 1997],,,1997,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma994536943402909
Options and obstacles : living with low water flows in the Mattole River headwaters /,,Water conservation,2004,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma997115713402909
Outline and digest of California school law and state school system /,,Educational law and legislation,1926,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma993131713402909
Comparison between two confirmatory test procedures for the isolation of Candida albicans from wastewater /,,Sewage,1999,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma994532543402909
Incest and its affect [sic] on certain personality traits in adolescent females /,,Incest.,1981,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma993136543402909
Bibliography of library holdings /,,Indians of North America,1977,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma992713073402909
West Coast windjammers in story and pictures /,,Windjammers (Sailing ships),1968,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma994536813402909
"Eightmile, Blue Creek Units : final environmental statement.",,Land use,1975,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma993130003402909
"Parasites of chinook salmon (Oncorhynchus tshawytscha) and coho salmon (Oncorhynchus kisutch) from the Mad River and vicinity, Humboldt County, California /",,Fishes,1981,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma993131563402909
"The birds of California : a complete, scientific and popular account of the 580 species and subspecies of birds found in the state /",,Birds,1923,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma993131163402909
"Populations, movements, foraging and nesting of feral Amazona parrots in southern California /",,Parrots.,1981,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma993136943402909
Sweet oblivion : the urban landscape of Martin Wong /,"The visionary paintings of Martin Wong, one of the unsung geniuses of New York's East Village art scene of the 1980s, are collected here and examined in depth for the first time. Entirely self-taught, Wong creates intricate compositions that combine gritty social documents, cosmic witticisms, and highly charged symbolic languages - customized manual alphabets for the deaf, street graffiti, Nuyorican poetry, hand-lettered signs, meticulously rendered brick facades, rearrangements of Zodiac signs - sometimes within a single painting. The urban landscape of Loisaida, the Hispanic section of the Lower East Side where Wong lives, is the source of his imagery. Whatever the theme - the survival of a neighborhood besieged by drugs and crime, homoerotic fantasies of men in uniform, the multiplicity of meaning in language, the kitsch and ornamentation of Chinatown USA - Wong's work is visually startling and movingly autobiographical.",Chinese American artists,1998,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma994535843402909
Letters of the gold discovery.,"Ealry letters and documents describing the gold discoveries in California, in facsimile, with commentary.",Gold miners,1948,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma993130123402909
Ecological forestry for the coast redwoods,,Coast redwood,1973,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma993139613402909
"Redwood National and State Parks, Humboldt and Del Norte Counties, California.",,Coast redwood,1999,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma994535903402909
"The reproductive biology and general ecology of the brachiopod Terebratalia transversa Sowerby in Trinidad Bay, California /",,Brachiopoda,1981,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma993136563402909
Sampling threatened and endangered species with non-constant occurrence and detectability : a sensitivity analysis of power when sampling low-occurrence populations with varying probability parameters /,"Detecting populations of low-abundance species has become increasingly important. The mathematics involved in a sampling design generally require that probability parameters be fixed numbers; whereas, the reality is that the parameters vary widely within time and space. This is an issue of great concern for biologists and is of particular importance when sampling endangered or threatened species. The power of a sampling design with varying probability values of the generalized binomial distribution model was investigated using computer simulations. These empirical estimates of power compare favorably to theoretical estimates which use fixed probabilities, indicating that the sampling design is robust against variability in actual probability parameters in situations with low levels of occurrence where detectability is low. Thus, theoretically calculated estimates of power using fixed probability values yield a good estimate of the actual power of such a sampling design.",Sampling (Statistics),1999,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma994536593402909
The life and adventures of James W. Marshall : the discoverer of gold in California /,,Gold mines and mining,1870,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma991230503402909
Effects of bracken fern phytotoxins on the occurrence of conifer ectomycorrhizae and on the mycelial growth of some ectomycorrhizal fungi /,,Mycorrhizas.,1981,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma993136973402909
"Deer habitat management plan, Mad River Herd Unit, Mad River Ranger District Sub-unit, Six Rivers National Forest, 1963 /",,Mule deer,1963,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma999301483402909
St. George Reef Lighthouse /,,Lighthouse keepers,2015,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma999305623402909
"Gold rush : the journals, drawings, and other papers of J. Goldsborough Bruff, captain, Washington City and California Mining Association, April 2, 1849-July 20,1851 /","In April 1849, Bruff led a party of 66 from Washington, D.C., on the Overland Trail to California. In October 1849, they arrived near Sacramento. Bruff recorded the route and made many natural history drawings. In 1851, he returned to Washington on ship via Panama.",Frontier and pioneer life,1944,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma991233443402909
"Labor agreement, 1967, Crown Simpson Pulp Company, Fairhaven, California ... and the Association of Western Pulp and Paper Workers and its affiliated Local no. 67.",,Wood-pulp industry,1967,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma999301473402909
"The great California tree : a reproduction of a leaflet first printed in New York, 1854.",,Giant sequoia.,1960,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma999301493402909
California's whaling coast /,,Whaling,2014,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma999305633402909
"Using mobile pit tag interrogators to estimate summer survival of age one and older steelhead and coastal cutthroat trout in Freshwater Creek, California /",,Steelhead (Fish),2011,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma997397973402909
Hegemonic rivalry : China's scramble for oil /,"The ever-growing volatility in the Middle East is creating a need for countries to diversify their oil source. As the world's dependency on oil grows, the competition for its diminishing supply becomes more aggressive. Nations that were once considered Third World, such as China and India, are joining the rest of the world in the race for oil in order to raise their international status. While the current superpowers are experiencing economic distress, some of these former Third World countries are experiencing economic success. China, for example, is attempting to stabilize its economy by monopolizing oil reserves. The final determining factor in restructuring the current global hierarchy and shifting hegemonic power matrix is the race for oil, in which Africa is the target. The current monopolizing of oil in Africa by China is reaping criticism as being similar to ""neocolonialist"" practice. In this current era, Europe and the United States are not the colonizers, as it had been in the past, but it is primarily China that has a foothold on Africa's oil. China has created a business relationship, but more importantly a ""friendship"" in order to access African oil. The leaders of China stress the fact that they can empathize with Africa because they were too victims of imperialism by the West. Beyond empathy, China has a past with Africa, embedded in liberation movements during the 1970s to help build Africa's infrastructure, so it could liberate itself from colonization. This common ground has created an instant camaraderie between the two nations, to the extent that the political leaders of China and Africa have created a Forum of China African Cooperation. The leading oil suppliers in Africa are Angola, Nigeria, and Sudan, and unfortunately these countries have corrupt governments, and participate in genocide, and other crimes against humanity such as in the case of Sudan. China continues to support these governments and economies despite these conditions. It is part of its foreign policy not to discriminate against nations based on their internal situation. Yet, China is receiving criticism from other nations, NGOs, and others for supporting the corruption and genocide in Darfur. This thesis is intended to look at the importance of oil and its role in the relationship between China and Africa. China argues that it is a nation's right to economically flourish and build its infrastructure, but the case in Africa, specifically Sudan, Angola, and Nigeria is problematic due to its internal affairs. The question that arises is China exploiting the political instability in Africa so it can gain access to African oil in order to raise its international status?",Petroleum industry and trade,2011,Alma,Cal Poly Humboldt Special Collections,https://img.icons8.com/color/96/book.png,https://csu-humboldt.primo.exlibrisgroup.com/permalink/01CALS_HUL/omcour/alma997398693402909
